ClientAccountID,CurrencyPrimary,AssetClass,SubCategory,Symbol
U8251256,USD,STK,COMMON,ADM
U8251256,USD,STK,COMMON,AEP
U8251256,USD,STK,COMMON,CF
U8251256,USD,STK,COMMON,DTE
U8251256,USD,STK,COMMON,ED
U8251256,USD,STK,ETF,FPE
U8251256,USD,STK,COMMON,GIS
U8251256,USD,STK,ETF,HYG
U8251256,USD,STK,ETF,IAU
U8251256,USD,STK,ETF,IGIB
U8251256,USD,STK,ETF,IXC
U8251256,USD,STK,COMMON,K
U8251256,USD,STK,COMMON,MCK
U8251256,USD,STK,COMMON,MRK
U8251256,USD,STK,COMMON,NOC
U8251256,USD,STK,ETF,QQQ
U8251256,USD,STK,ETF,SHYD
U8251256,USD,STK,COMMON,SO
U8251256,USD,STK,COMMON,SRE
U8251256,USD,STK,COMMON,WEC
U8251256,USD,STK,COMMON,WM
U8251256,USD,STK,COMMON,XEL
U8251256,USD,STK,ETF,XLE
U8251256,CAD,FUT,,CGBZ22
U8251256,CAD,FUT,,CGFZ22
U8251256,USD,FUT,,COILX2
U8251256,USD,FUT,,CTZ2
U8251256,USD,FUT,,GOILV2
U8251256,USD,FUT,,HOV2
U8251256,USD,FUT,,RBV2
U8251256,USD,FUT,,ZC   DEC 22
U8251256,USD,FUT,,ZM   DEC 22
U8251256,USD,FUT,,HEZ2
U8251256,USD,FUT,,PLV2
U8251256,USD,FUT,,SIZ2
