ClientAccountID,CurrencyPrimary,AssetClass,SubCategory,Symbol
U8251256,USD,STK,COMMON,ABBV
U8251256,USD,STK,COMMON,ADM
U8251256,USD,STK,COMMON,AEP
U8251256,USD,STK,COMMON,BMY
U8251256,USD,STK,COMMON,CF
U8251256,USD,STK,COMMON,CNP
U8251256,USD,STK,COMMON,ED
U8251256,USD,STK,COMMON,EXC
U8251256,USD,STK,COMMON,HSY
U8251256,USD,STK,ETF,IAU
U8251256,USD,STK,ETF,IXC
U8251256,USD,STK,COMMON,LMT
U8251256,USD,STK,COMMON,MCK
U8251256,USD,STK,COMMON,NOC
U8251256,USD,STK,COMMON,PGR
U8251256,USD,STK,ETF,QQQ
U8251256,USD,STK,COMMON,SO
U8251256,USD,STK,COMMON,SRE
U8251256,USD,STK,ETF,STIP
U8251256,USD,STK,ETF,XLE
U8251256,USD,FUT,,CLQ2
U8251256,USD,FUT,,COILQ2
U8251256,USD,FUT,,CTZ2
U8251256,USD,FUT,,DCN2
U8251256,USD,FUT,,GOILN2
U8251256,USD,FUT,,HON2
U8251256,USD,FUT,,NGN2
U8251256,USD,FUT,,RBN2
U8251256,USD,FUT,,ZL   DEC 22
U8251256,USD,FUT,,ZS   NOV 22
U8251256,USD,FUT,,ZT   SEP 22
