ClientAccountID,CurrencyPrimary,AssetClass,SubCategory,Symbol
U8251256,EUR,STK,ETF,EXXX
U8251256,HKD,STK,ETF,2800
U8251256,HKD,STK,ETF,2823
U8251256,USD,STK,COMMON,ABBV
U8251256,USD,STK,COMMON,ABC
U8251256,USD,STK,COMMON,ADM
U8251256,USD,STK,COMMON,CB
U8251256,USD,STK,ETF,CNYB
U8251256,USD,STK,COMMON,CVS
U8251256,USD,STK,ETF,CYBA
U8251256,USD,STK,COMMON,ED
U8251256,USD,STK,ETF,EWU
U8251256,USD,STK,COMMON,EXC
U8251256,USD,STK,COMMON,FITB
U8251256,USD,STK,COMMON,GD
U8251256,USD,STK,COMMON,HSY
U8251256,USD,STK,ETF,IAU
U8251256,USD,STK,ETF,KSA
U8251256,USD,STK,ETF,LTPZ
U8251256,USD,STK,REIT,MAA
U8251256,USD,STK,COMMON,MCK
U8251256,USD,STK,COMMON,MOS
U8251256,USD,STK,COMMON,MTB
U8251256,USD,STK,ETF,PICK
U8251256,USD,STK,REIT,PSA
U8251256,USD,STK,ETF,QQQ
U8251256,USD,STK,COMMON,SBNY
U8251256,USD,STK,ETF,STIP
U8251256,USD,STK,ETF,TIP
U8251256,USD,STK,ETF,XLE
U8251256,USD,FUT,,COILK2
U8251256,USD,FUT,,GOILJ2
U8251256,USD,FUT,,RBJ2
U8251256,USD,FUT,,ZB   JUN 22
U8251256,USD,FUT,,ZC   MAY 22
U8251256,USD,FUT,,ZN   JUN 22
U8251256,USD,FUT,,ZT   JUN 22
U8251256,USD,FUT,,CCK2
U8251256,USD,FUT,,CTK2
U8251256,USD,FUT,,GFK2
U8251256,USD,FUT,,KCK2
U8251256,USD,FUT,,LEJ2
U8251256,USD,FUT,,LEM2
U8251256,USD,FUT,,ZO   MAY 22
