ClientAccountID,CurrencyPrimary,AssetClass,SubCategory,Symbol
U8251256,CNH,STK,COMMON,000333
U8251256,CNH,STK,COMMON,000921
U8251256,CNH,STK,COMMON,600519
U8251256,CNH,STK,COMMON,600690
U8251256,EUR,STK,COMMON,BNP
U8251256,HKD,STK,COMMON,1109
U8251256,HKD,STK,COMMON,1288
U8251256,HKD,STK,COMMON,2020
U8251256,HKD,STK,ETF,2823
U8251256,HKD,STK,ETF,2828
U8251256,HKD,STK,COMMON,2899
U8251256,HKD,STK,COMMON,688
U8251256,HKD,STK,COMMON,700
U8251256,HKD,STK,COMMON,857
U8251256,HKD,STK,COMMON,883
U8251256,HKD,STK,COMMON,921
U8251256,HKD,STK,COMMON,9888
U8251256,HKD,STK,COMMON,9988
U8251256,USD,STK,ETF,COWZ
U8251256,USD,STK,ETF,CWB
U8251256,USD,STK,ETF,DBA
U8251256,USD,STK,ETF,DXJ
U8251256,USD,STK,ETF,EPI
U8251256,USD,STK,ETF,EWI
U8251256,USD,STK,ETF,EWY
U8251256,USD,STK,ETF,FPE
U8251256,USD,STK,ETF,GLD
U8251256,USD,STK,COMMON,HES
U8251256,USD,STK,ETF,IAUM
U8251256,USD,STK,ETF,ISTB
U8251256,USD,STK,ETF,IWM
U8251256,USD,STK,ETF,LQD
U8251256,USD,STK,COMMON,MCD
U8251256,USD,STK,COMMON,NVDA
U8251256,USD,STK,ETF,QQQ
U8251256,USD,STK,ETF,SMH
U8251256,USD,STK,ETF,TLT
U8251256,USD,STK,ADR,TSM
U8251256,USD,STK,ETF,UNG
U8251256,USD,STK,ETF,URNM
U8251256,USD,STK,ETF,USHY
U8251256,USD,STK,ETF,VCIT
U8251256,USD,STK,ETF,XLE
U8251256,USD,STK,ETF,XLF
U8251256,USD,STK,ETF,XLK
U8251256,USD,STK,ETF,XLU
U8251256,USD,STK,ETF,XLV
U8251256,USD,STK,ETF,XME
U8251256,EUR,OPT,C,BNP 14JUN24 63 C
U8251256,HKD,OPT,C,2899 27JUN24 17.5 C
U8251256,HKD,OPT,C,700 27JUN24 400 C
U8251256,USD,OPT,P,DELL 14JUN24 119 P
U8251256,USD,OPT,P,DELL 14JUN24 120 P
U8251256,USD,OPT,P,DELL 14JUN24 122 P
U8251256,USD,OPT,P,DELL 14JUN24 123 P
U8251256,USD,OPT,P,DELL 14JUN24 126 P
U8251256,USD,OPT,C,EWY 21JUN24 66 C
U8251256,USD,OPT,C,EWY 21JUN24 67 C
U8251256,USD,OPT,P,GLD 14JUN24 205 P
U8251256,USD,OPT,P,GLD 14JUN24 207.5 P
U8251256,USD,OPT,C,GLD 14JUN24 212.5 C
U8251256,USD,OPT,C,GLD 14JUN24 215 C
U8251256,USD,OPT,C,GLD 14JUN24 217.5 C
U8251256,USD,OPT,C,IWM 14JUN24 208 C
U8251256,USD,OPT,C,MCD 14JUN24 265 C
U8251256,USD,OPT,C,QQQ 12JUN24 472 C
U8251256,USD,OPT,C,TSM 14JUN24 170 C
U8251256,USD,OPT,C,XLV 14JUN24 147 C
U8251256,USD,OPT,C,XLV 14JUN24 147.5 C
U8251256,USD,OPT,C,XLV 21JUN24 148 C
