ClientAccountID,CurrencyPrimary,AssetClass,SubCategory,Symbol
U8251256,CNH,STK,COMMON,600519
U8251256,HKD,STK,COMMON,700
U8251256,HKD,STK,COMMON,9888
U8251256,HKD,STK,COMMON,9988
U8251256,USD,STK,COMMON,AAPL
U8251256,USD,STK,NY REG SHRS,ASML
U8251256,USD,STK,ETF,BIL
U8251256,USD,STK,COMMON,BRK B
U8251256,USD,STK,ETF,CANE
U8251256,USD,STK,COMMON,CEG
U8251256,USD,STK,COMMON,CMCSA
U8251256,USD,STK,COMMON,CME
U8251256,USD,STK,COMMON,CMG
U8251256,USD,STK,COMMON,COIN
U8251256,USD,STK,COMMON,COR
U8251256,USD,STK,ETF,CWB
U8251256,USD,STK,COMMON,DAL
U8251256,USD,STK,REIT,DLR
U8251256,USD,STK,COMMON,FTNT
U8251256,USD,STK,COMMON,GE
U8251256,USD,STK,COMMON,GOOGL
U8251256,USD,STK,ETF,GSG
U8251256,USD,STK,COMMON,HD
U8251256,USD,STK,COMMON,HUM
U8251256,USD,STK,COMMON,INTC
U8251256,USD,STK,ETF,IWM
U8251256,USD,STK,COMMON,JBL
U8251256,USD,STK,ETF,JPST
U8251256,USD,STK,COMMON,KNSL
U8251256,USD,STK,COMMON,KO
U8251256,USD,STK,COMMON,LLY
U8251256,USD,STK,ETF,LQD
U8251256,USD,STK,COMMON,MCD
U8251256,USD,STK,COMMON,MCK
U8251256,USD,STK,COMMON,MSFT
U8251256,USD,STK,ETF,QQQ
U8251256,USD,STK,COMMON,SGEN
U8251256,USD,STK,ETF,SMH
U8251256,USD,STK,ETF,SPXL
U8251256,USD,STK,ETF,TLT
U8251256,USD,STK,ETF,TMF
U8251256,USD,STK,ETF,UPRO
U8251256,USD,STK,ETF,URNM
U8251256,USD,STK,ETF,USL
U8251256,USD,STK,ETF,VCIT
U8251256,USD,STK,ETF,XBTF
