ClientAccountID,CurrencyPrimary,AssetClass,SubCategory,Symbol
U8251256,USD,STK,COMMON,BMY
U8251256,USD,STK,COMMON,CTVA
U8251256,USD,STK,COMMON,DTE
U8251256,USD,STK,COMMON,ED
U8251256,USD,STK,COMMON,GIS
U8251256,USD,STK,COMMON,HSY
U8251256,USD,STK,ETF,IAU
U8251256,USD,STK,ETF,IXC
U8251256,USD,STK,COMMON,K
U8251256,USD,STK,COMMON,LLY
U8251256,USD,STK,COMMON,MCK
U8251256,USD,STK,COMMON,MRK
U8251256,USD,STK,COMMON,NOC
U8251256,USD,STK,ETF,QQQ
U8251256,USD,STK,COMMON,SO
U8251256,USD,STK,COMMON,SRE
U8251256,USD,STK,COMMON,WEC
U8251256,USD,STK,COMMON,WM
U8251256,USD,STK,ETF,XLE
U8251256,USD,OPT,C,QQQ 17MAR23 330 C
U8251256,CAD,FUT,,CGFZ22
U8251256,CAD,FUT,,CGZZ22
U8251256,USD,FUT,,COILZ2
U8251256,USD,FUT,,GOILX2
U8251256,USD,FUT,,RBX2
U8251256,USD,FUT,,ZC   DEC 22
U8251256,USD,FUT,,ZM   DEC 22
U8251256,USD,FUT,,ZS   NOV 22
U8251256,USD,FUT,,ZT   DEC 22
U8251256,USD,FUT,,ALIZ2
U8251256,USD,FUT,,CTZ2
U8251256,USD,FUT,,GFX2
U8251256,USD,FUT,,HEZ2
U8251256,USD,FUT,,HOX2
U8251256,USD,FUT,,KCZ2
