ClientAccountID,CurrencyPrimary,AssetClass,SubCategory,Symbol
U8251256,USD,STK,COMMON,ABBV
U8251256,USD,STK,COMMON,ABC
U8251256,USD,STK,COMMON,ADM
U8251256,USD,STK,COMMON,BMY
U8251256,USD,STK,COMMON,CF
U8251256,USD,STK,COMMON,CTVA
U8251256,USD,STK,COMMON,DLTR
U8251256,USD,STK,COMMON,ED
U8251256,USD,STK,COMMON,EXC
U8251256,USD,STK,ETF,GNR
U8251256,USD,STK,COMMON,HSY
U8251256,USD,STK,ETF,IAU
U8251256,USD,STK,COMMON,KO
U8251256,USD,STK,ETF,KSA
U8251256,USD,STK,COMMON,MCK
U8251256,USD,STK,COMMON,MO
U8251256,USD,STK,ETF,QQQ
U8251256,USD,STK,COMMON,SRE
U8251256,USD,STK,COMMON,VRTX
U8251256,USD,STK,ETF,XLE
U8251256,USD,FUT,,COILN2
U8251256,USD,FUT,,CTN2
U8251256,USD,FUT,,HOM2
U8251256,USD,FUT,,KE   JUL 22
U8251256,USD,FUT,,NGM2
U8251256,USD,FUT,,RBM2
U8251256,USD,FUT,,SBN2
U8251256,USD,FUT,,ZB   JUN 22
U8251256,USD,FUT,,ZC   JUL 22
U8251256,USD,FUT,,ZL   JUL 22
U8251256,USD,FUT,,ZO   JUL 22
U8251256,USD,FUT,,ZT   JUN 22
