ClientAccountID,CurrencyPrimary,AssetClass,SubCategory,Symbol
U8251256,USD,STK,COMMON,AZO
U8251256,USD,STK,COMMON,CAH
U8251256,USD,STK,COMMON,CEG
U8251256,USD,STK,COMMON,CI
U8251256,USD,STK,COMMON,DG
U8251256,USD,STK,ETF,EWH
U8251256,USD,STK,ETF,FMB
U8251256,USD,STK,ETF,FPE
U8251256,USD,STK,COMMON,GILD
U8251256,USD,STK,COMMON,GIS
U8251256,USD,STK,COMMON,HSY
U8251256,USD,STK,COMMON,HUM
U8251256,USD,STK,ETF,HYD
U8251256,USD,STK,ETF,HYG
U8251256,USD,STK,ETF,IAU
U8251256,USD,STK,ETF,IGIB
U8251256,USD,STK,COMMON,LLY
U8251256,USD,STK,ETF,LTPZ
U8251256,USD,STK,COMMON,MCD
U8251256,USD,STK,COMMON,MCK
U8251256,USD,STK,COMMON,MRK
U8251256,USD,STK,COMMON,NOC
U8251256,USD,STK,ETF,QQQ
U8251256,USD,STK,COMMON,TRV
U8251256,USD,STK,ETF,XLE
U8251256,CAD,FUT,,CGBH23
U8251256,USD,FUT,,COILH3
U8251256,USD,FUT,,GOILF3
U8251256,USD,FUT,,HOG3
U8251256,USD,FUT,,RBG3
U8251256,USD,FUT,,UB   MAR 23
U8251256,USD,FUT,,ZB   MAR 23
U8251256,USD,FUT,,ZL   MAR 23
U8251256,USD,FUT,,ZM   MAR 23
U8251256,USD,FUT,,ZS   MAR 23
U8251256,USD,FUT,,DCG3
U8251256,USD,FUT,,KE   MAR 23
U8251256,USD,FUT,,NGG3
U8251256,USD,FUT,,PAH3
U8251256,USD,FUT,,ZO   MAR 23
U8251256,USD,FUT,,ZW   MAR 23
