ClientAccountID,CurrencyPrimary,AssetClass,SubCategory,Symbol
U8251256,HKD,STK,COMMON,1109
U8251256,HKD,STK,COMMON,1211
U8251256,HKD,STK,COMMON,1288
U8251256,HKD,STK,COMMON,1810
U8251256,HKD,STK,COMMON,2318
U8251256,HKD,STK,COMMON,2359
U8251256,HKD,STK,ETF,2828
U8251256,HKD,STK,ETF,3067
U8251256,HKD,STK,COMMON,688
U8251256,HKD,STK,COMMON,700
U8251256,HKD,STK,COMMON,883
U8251256,HKD,STK,COMMON,941
U8251256,HKD,STK,COMMON,992
U8251256,HKD,STK,COMMON,9961
U8251256,HKD,STK,COMMON,9988
U8251256,HKD,STK,COMMON,9992
U8251256,JPY,STK,COMMON,6178.T
U8251256,JPY,STK,COMMON,6501.T
U8251256,SGD,STK,COMMON,9CI
U8251256,SGD,STK,COMMON,D05
U8251256,SGD,STK,COMMON,Z74
U8251256,USD,STK,COMMON,AAPL
U8251256,USD,STK,COMMON,ANF
U8251256,USD,STK,COMMON,BLK
U8251256,USD,STK,COMMON,BRK B
U8251256,USD,STK,COMMON,BX
U8251256,USD,STK,ETF,COWZ
U8251256,USD,STK,COMMON,CTAS
U8251256,USD,STK,ETF,CWB
U8251256,USD,STK,ETF,DBA
U8251256,USD,STK,ETF,DXJ
U8251256,USD,STK,ETF,EPI
U8251256,USD,STK,ETF,FPE
U8251256,USD,STK,ETF,GLD
U8251256,USD,STK,COMMON,HES
U8251256,USD,STK,ETF,IAUM
U8251256,USD,STK,ETF,IBIT
U8251256,USD,STK,ETF,IJH
U8251256,USD,STK,ETF,ISTB
U8251256,USD,STK,ETF,IWM
U8251256,USD,STK,COMMON,LLY
U8251256,USD,STK,ETF,LQD
U8251256,USD,STK,COMMON,MCD
U8251256,USD,STK,COMMON,MSFT
U8251256,USD,STK,COMMON,NVDA
U8251256,USD,STK,ADR,PDD
U8251256,USD,STK,ETF,QQQ
U8251256,USD,STK,ETF,RSP
U8251256,USD,STK,ADR,SE
U8251256,USD,STK,ETF,SHYD
U8251256,USD,STK,ETF,SPY
U8251256,USD,STK,ETF,STIP
U8251256,USD,STK,ETF,TLT
U8251256,USD,STK,ADR,TSM
U8251256,USD,STK,ETF,TUR
U8251256,USD,STK,ETF,USHY
U8251256,USD,STK,ETF,VCIT
U8251256,USD,STK,COMMON,VKTX
U8251256,USD,STK,ETF,XHB
U8251256,USD,STK,ETF,XLE
U8251256,USD,STK,ETF,XLF
U8251256,USD,STK,ETF,XLK
U8251256,USD,STK,ETF,XLV
U8251256,USD,STK,ETF,XME
U8251256,USD,OPT,C,MCD 20DEC24 300 C
U8251256,USD,OPT,C,MCD 17JAN25 315 C
U8251256,USD,OPT,C,SMCI 01NOV24 55.5 C
U8251256,USD,OPT,C,SMCI 01NOV24 60 C
U8251256,USD,FUT,,ESZ4
U8251256,USD,FUT,,NQZ4
U8251256,HKD,OPT,P,1109 30OCT24 25 P
U8251256,HKD,OPT,P,1109 30OCT24 30 P
U8251256,HKD,OPT,P,1211 30OCT24 265 P
U8251256,HKD,OPT,P,1211 30OCT24 275 P
U8251256,HKD,OPT,P,1211 30OCT24 285 P
U8251256,HKD,OPT,P,1211 30OCT24 300 P
U8251256,HKD,OPT,P,1211 28NOV24 300 P
U8251256,HKD,OPT,C,1288 30OCT24 4 C
U8251256,HKD,OPT,P,1810 30OCT24 23 P
U8251256,HKD,OPT,P,1810 30OCT24 24 P
U8251256,HKD,OPT,P,2020 30OCT24 82.5 P
U8251256,HKD,OPT,P,2020 30OCT24 85 P
U8251256,HKD,OPT,P,2318 30OCT24 48 P
U8251256,HKD,OPT,C,2318 30OCT24 50 C
U8251256,HKD,OPT,P,2318 30OCT24 50 P
U8251256,HKD,OPT,P,2318 30OCT24 52.5 P
U8251256,HKD,OPT,P,2828 30OCT24 72.5 P
U8251256,HKD,OPT,P,2828 30OCT24 75 P
U8251256,HKD,OPT,P,2828 30OCT24 77.5 P
U8251256,HKD,OPT,P,2828 30OCT24 80 P
U8251256,HKD,OPT,P,700 30OCT24 410 P
U8251256,HKD,OPT,P,700 30OCT24 420 P
U8251256,HKD,OPT,P,700 30OCT24 430 P
U8251256,HKD,OPT,P,700 30OCT24 470 P
U8251256,HKD,OPT,C,883 30OCT24 21 C
U8251256,HKD,OPT,C,941 30OCT24 75 C
U8251256,HKD,OPT,P,9618 30OCT24 160 P
U8251256,HKD,OPT,P,9618 30OCT24 165 P
U8251256,HKD,OPT,P,9961 30OCT24 450 P
U8251256,HKD,OPT,P,9961 30OCT24 480 P
U8251256,HKD,OPT,P,9988 30OCT24 95 P
U8251256,HKD,OPT,C,9988 30OCT24 100 C
U8251256,HKD,OPT,P,9988 30OCT24 100 P
U8251256,HKD,OPT,P,9988 30OCT24 105 P
U8251256,USD,OPT,C,AAPL 01NOV24 245 C
U8251256,USD,OPT,C,BX 01NOV24 170 C
U8251256,USD,OPT,P,GLD 01NOV24 252.5 P
U8251256,USD,OPT,C,HES 08NOV24 141 C
U8251256,USD,OPT,C,HES 08NOV24 142 C
U8251256,USD,OPT,P,IJH 15NOV24 63 P
U8251256,USD,OPT,P,JPM 01NOV24 222.5 P
U8251256,USD,OPT,C,LLY 01NOV24 920 C
U8251256,USD,OPT,P,MCD 01NOV24 277.5 P
U8251256,USD,OPT,P,MCD 01NOV24 290 P
U8251256,USD,OPT,C,MSFT 01NOV24 440 C
