ClientAccountID,CurrencyPrimary,AssetClass,SubCategory,Symbol
U8251256,USD,STK,COMMON,ACGL
U8251256,USD,STK,ADR,AZN
U8251256,USD,STK,COMMON,BA
U8251256,USD,STK,COMMON,BSX
U8251256,USD,STK,COMMON,CHD
U8251256,USD,STK,COMMON,DHI
U8251256,USD,STK,ETF,EWW
U8251256,USD,STK,ETF,FPE
U8251256,USD,STK,COMMON,GE
U8251256,USD,STK,ETF,HYD
U8251256,USD,STK,ETF,HYG
U8251256,USD,STK,ETF,IAU
U8251256,USD,STK,ETF,IGIB
U8251256,USD,STK,ETF,IGSB
U8251256,USD,STK,ETF,KSA
U8251256,USD,STK,COMMON,LLY
U8251256,USD,STK,COMMON,LVS
U8251256,USD,STK,COMMON,PANW
U8251256,USD,STK,COMMON,PG
U8251256,USD,STK,ETF,QQQ
U8251256,USD,STK,COMMON,SGEN
U8251256,USD,STK,ETF,STIP
U8251256,USD,STK,COMMON,WST
U8251256,USD,STK,COMMON,YUM
U8251256,USD,STK,COMMON,ZBH
U8251256,USD,FUT,,CCU3
U8251256,USD,FUT,,GFQ3
U8251256,USD,FUT,,LEQ3
U8251256,USD,FUT,,SBV3
U8251256,USD,FUT,,SIU3
U8251256,USD,FUT,,TN   SEP 23
U8251256,USD,FUT,,ZB   SEP 23
U8251256,USD,FUT,,ZF   SEP 23
U8251256,USD,FUT,,ZM   DEC 23
U8251256,USD,FUT,,ZN   SEP 23
U8251256,USD,FUT,,ALIU3
U8251256,USD,FUT,,CTZ3
U8251256,USD,FUT,,DCN3
U8251256,USD,FUT,,KCU3
U8251256,USD,FUT,,PAU3
U8251256,USD,FUT,,PLV3
