ClientAccountID,CurrencyPrimary,AssetClass,SubCategory,Symbol
U8251256,CNH,STK,COMMON,000921
U8251256,CNH,STK,COMMON,600519
U8251256,CNH,STK,COMMON,600690
U8251256,HKD,STK,COMMON,1288
U8251256,HKD,STK,COMMON,2020
U8251256,HKD,STK,ETF,2823
U8251256,HKD,STK,ETF,2828
U8251256,HKD,STK,COMMON,2899
U8251256,HKD,STK,COMMON,700
U8251256,HKD,STK,COMMON,857
U8251256,HKD,STK,COMMON,883
U8251256,HKD,STK,COMMON,921
U8251256,HKD,STK,COMMON,9888
U8251256,HKD,STK,COMMON,9988
U8251256,USD,STK,ETF,COWZ
U8251256,USD,STK,ETF,CWB
U8251256,USD,STK,ETF,DBA
U8251256,USD,STK,ETF,DXJ
U8251256,USD,STK,ETF,EPI
U8251256,USD,STK,ETF,EWI
U8251256,USD,STK,ETF,EWY
U8251256,USD,STK,ETF,FPE
U8251256,USD,STK,ETF,GLD
U8251256,USD,STK,ETF,IAUM
U8251256,USD,STK,ETF,ISTB
U8251256,USD,STK,ETF,IWM
U8251256,USD,STK,ETF,LQD
U8251256,USD,STK,COMMON,NVDA
U8251256,USD,STK,ETF,QQQ
U8251256,USD,STK,ETF,SMH
U8251256,USD,STK,ETF,URNM
U8251256,USD,STK,ETF,USHY
U8251256,USD,STK,ETF,VCIT
U8251256,USD,STK,ETF,XLE
U8251256,USD,STK,ETF,XLF
U8251256,USD,STK,ETF,XLK
U8251256,USD,STK,ETF,XLV
